iso,id,year,GDP ($ billion),GG debt (% of GDP),GG debt ($ billion)
DOM,DOM2005,2005,35.948,38.322,13.78
DOM,DOM2006,2006,37.998,36.022,13.69
DOM,DOM2007,2007,44.067,32.907,14.50
DOM,DOM2008,2008,48.206,33.607,16.20
DOM,DOM2009,2009,48.319,36.734,17.75
DOM,DOM2010,2010,53.921,37.311,20.12
DOM,DOM2011,2011,58.088,39.053,22.69
DOM,DOM2012,2012,60.747,42.32,25.71
DOM,DOM2013,2013,62.758,46.715,29.32
DOM,DOM2014,2014,67.264,44.911,30.21
DOM,DOM2015,2015,71.254,44.687,31.84
DOM,DOM2016,2016,75.777,46.591,35.31
DOM,DOM2017,2017,80.082,48.906,39.16
DOM,DOM2018,2018,85.63,50.465,43.21
DOM,DOM2019,2019,89.032,53.579,47.70
DOM,DOM2020,2020,78.923,71.54,56.46
DOM,DOM2021,2021,94.458,63.226,59.72
DOM,DOM2022,2022,113.873,59.547,67.81
DOM,DOM2023,2023,120.629,59.796,72.13
DOM,DOM2024,2024,127.913,59.357,75.93
DOM,DOM2025,2025,137.344,58.373,80.17
DOM,DOM2026,2026,147.54,57.408,84.70
DOM,DOM2027,2027,158.189,56.023,88.62
DOM,DOM2028,2028,169.613,54.393,92.26
ECU,ECU2000,2000,18.319,..,..
ECU,ECU2001,2001,24.468,60.306,14.76
ECU,ECU2002,2002,28.549,52.161,14.89
ECU,ECU2003,2003,32.433,45.062,14.61
ECU,ECU2004,2004,36.592,38.665,14.15
ECU,ECU2005,2005,41.507,34.7,14.40
ECU,ECU2006,2006,46.802,32.308,15.12
ECU,ECU2007,2007,51.008,28.974,14.78
ECU,ECU2008,2008,61.763,24.622,15.21
ECU,ECU2009,2009,62.52,18.904,11.82
ECU,ECU2010,2010,69.555,18.063,12.56
ECU,ECU2011,2011,79.277,18.539,14.70
ECU,ECU2012,2012,87.925,18.736,16.47
ECU,ECU2013,2013,95.13,23.255,22.12
ECU,ECU2014,2014,101.726,27.973,28.46
ECU,ECU2015,2015,99.29,35.218,34.97
ECU,ECU2016,2016,99.938,44.583,44.56
ECU,ECU2017,2017,104.296,47.03,49.05
ECU,ECU2018,2018,107.562,49.054,52.76
ECU,ECU2019,2019,108.108,51.411,55.58
ECU,ECU2020,2020,99.291,60.903,60.47
ECU,ECU2021,2021,106.166,62.277,66.12
ECU,ECU2022,2022,115.049,57.686,66.37
ECU,ECU2023,2023,118.686,55.452,65.81
ECU,ECU2024,2024,122.762,53.824,66.08
ECU,ECU2025,2025,127.109,52.638,66.91
ECU,ECU2026,2026,131.839,50.988,67.22
ECU,ECU2027,2027,137.621,49.414,68.00
ECU,ECU2028,2028,143.622,47.69,68.49
EGY,EGY2000,2000,104.752,71.687,75.09
EGY,EGY2001,2001,102.273,79.146,80.94
EGY,EGY2002,2002,90.261,85.776,77.42
EGY,EGY2003,2003,85.163,97.095,82.69
EGY,EGY2004,2004,82.855,96.512,79.97
EGY,EGY2005,2005,94.127,98.263,92.49
EGY,EGY2006,2006,112.902,85.924,97.01
EGY,EGY2007,2007,137.055,76.268,104.53
EGY,EGY2008,2008,170.797,66.761,114.03
EGY,EGY2009,2009,198.316,69.45,137.73
EGY,EGY2010,2010,230.024,69.59,160.07
EGY,EGY2011,2011,247.726,72.83,180.42
EGY,EGY2012,2012,294.482,69.862,205.73
EGY,EGY2013,2013,303.194,79.812,241.99
EGY,EGY2014,2014,321.634,80.874,260.12
EGY,EGY2015,2015,350.119,83.754,293.24
EGY,EGY2016,2016,351.443,91.586,321.87
EGY,EGY2017,2017,246.826,97.8,241.40
EGY,EGY2018,2018,263.156,87.949,231.44
EGY,EGY2019,2019,317.894,80.092,254.61
EGY,EGY2020,2020,382.525,86.222,329.82
EGY,EGY2021,2021,423.3,89.903,380.56
EGY,EGY2022,2022,475.231,88.534,420.74
EGY,EGY2023,2023,398.397,92.684,369.25
EGY,EGY2024,2024,357.825,88.089,315.20
EGY,EGY2025,2025,408.934,83.887,343.04
EGY,EGY2026,2026,461.087,81.457,375.59
EGY,EGY2027,2027,522.533,78.865,412.10
EGY,EGY2028,2028,591.101,76.436,451.81
SLV,SLV2000,2000,11.785,29.551,3.48
SLV,SLV2001,2001,12.283,36.469,4.48
SLV,SLV2002,2002,12.664,42.316,5.36
SLV,SLV2003,2003,13.244,45.962,6.09
SLV,SLV2004,2004,13.725,46.813,6.43
SLV,SLV2005,2005,14.698,46.287,6.80
SLV,SLV2006,2006,16,46.923,7.51
SLV,SLV2007,2007,17.012,46.263,7.87
SLV,SLV2008,2008,17.987,48.106,8.65
SLV,SLV2009,2009,17.602,59.061,10.40
SLV,SLV2010,2010,18.448,60.042,11.08
SLV,SLV2011,2011,20.284,59.166,12.00
SLV,SLV2012,2012,21.386,63.573,13.60
SLV,SLV2013,2013,21.991,63.166,13.89
SLV,SLV2014,2014,22.593,65.296,14.75
SLV,SLV2015,2015,23.438,67.038,15.71
SLV,SLV2016,2016,24.191,68.766,16.64
SLV,SLV2017,2017,24.979,70.526,17.62
SLV,SLV2018,2018,26.021,70.354,18.31
SLV,SLV2019,2019,26.881,71.33,19.17
SLV,SLV2020,2020,24.93,88.085,21.96
SLV,SLV2021,2021,29.451,80.44,23.69
SLV,SLV2022,2022,32.489,75.053,24.38
SLV,SLV2023,2023,35.339,72.965,25.79
SLV,SLV2024,2024,37.172,73.353,27.27
SLV,SLV2025,2025,38.81,74.37,28.86
SLV,SLV2026,2026,40.529,75.337,30.53
SLV,SLV2027,2027,42.356,77.741,32.93
SLV,SLV2028,2028,44.213,80.111,35.42
GNQ,GNQ2000,2000,1.159,36.627,0.42
GNQ,GNQ2001,2001,1.674,25.477,0.43
GNQ,GNQ2002,2002,2.071,19.447,0.40
GNQ,GNQ2003,2003,3.768,6.713,0.25
GNQ,GNQ2004,2004,5.954,4.526,0.27
GNQ,GNQ2005,2005,8.187,2.849,0.23
GNQ,GNQ2006,2006,10.095,1.22,0.12
GNQ,GNQ2007,2007,13.089,0.754,0.10
GNQ,GNQ2008,2008,19.83,0.488,0.10
GNQ,GNQ2009,2009,15.088,4.337,0.65
GNQ,GNQ2010,2010,16.314,7.894,1.29
GNQ,GNQ2011,2011,21.357,7.17,1.53
GNQ,GNQ2012,2012,22.388,7.097,1.59
GNQ,GNQ2013,2013,21.949,6.272,1.38
GNQ,GNQ2014,2014,21.765,12.56,2.73
GNQ,GNQ2015,2015,13.185,31.657,4.17
GNQ,GNQ2016,2016,11.241,41.139,4.62
GNQ,GNQ2017,2017,12.201,36.235,4.42
GNQ,GNQ2018,2018,13.097,41.207,5.40
GNQ,GNQ2019,2019,11.364,43.189,4.91
GNQ,GNQ2020,2020,9.894,49.386,4.89
GNQ,GNQ2021,2021,12.269,42.109,5.17
GNQ,GNQ2022,2022,11.767,34.615,4.07
GNQ,GNQ2023,2023,10.041,38.345,3.85
GNQ,GNQ2024,2024,10.338,33.736,3.49
GNQ,GNQ2025,2025,10.352,32.936,3.41
GNQ,GNQ2026,2026,10.421,33.406,3.48
GNQ,GNQ2027,2027,10.612,32.178,3.41
GNQ,GNQ2028,2028,10.895,30.498,3.32
ERI,ERI2000,2000,0.547,219.102,1.20
ERI,ERI2001,2001,0.582,238.566,1.39
ERI,ERI2002,2002,0.564,243.438,1.37
ERI,ERI2003,2003,0.673,263.987,1.78
ERI,ERI2004,2004,0.858,193.512,1.66
ERI,ERI2005,2005,0.85,205.371,1.75
ERI,ERI2006,2006,0.937,199.046,1.87
ERI,ERI2007,2007,1.02,201.28,2.05
ERI,ERI2008,2008,0.923,259.667,2.40
ERI,ERI2009,2009,1.297,207.054,2.69
ERI,ERI2010,2010,1.59,201.787,3.21
ERI,ERI2011,2011,2.065,171.569,3.54
ERI,ERI2012,2012,2.255,171.577,3.87
ERI,ERI2013,2013,1.958,232.428,4.55
ERI,ERI2014,2014,2.604,204.483,5.32
ERI,ERI2015,2015,2.016,271.409,5.47
ERI,ERI2016,2016,2.213,251.228,5.56
ERI,ERI2017,2017,1.904,290.386,5.53
ERI,ERI2018,2018,2.006,267.092,5.36
ERI,ERI2019,2019,1.982,260.393,5.16
ERI,ERI2020,2020,..,..,..
ERI,ERI2021,2021,..,..,..
ERI,ERI2022,2022,..,..,..
ERI,ERI2023,2023,..,..,..
ERI,ERI2024,2024,..,..,..
ERI,ERI2025,2025,..,..,..
ERI,ERI2026,2026,..,..,..
ERI,ERI2027,2027,..,..,..
ERI,ERI2028,2028,..,..,..
EST,EST2000,2000,5.707,5.114,0.29
EST,EST2001,2001,6.269,4.772,0.30
EST,EST2002,2002,7.391,5.662,0.42
EST,EST2003,2003,9.891,5.6,0.55
EST,EST2004,2004,12.158,5.113,0.62
EST,EST2005,2005,14.126,4.7,0.66
EST,EST2006,2006,17.047,4.629,0.79
EST,EST2007,2007,22.476,3.765,0.85
EST,EST2008,2008,24.433,4.51,1.10
EST,EST2009,2009,19.693,7.24,1.43
EST,EST2010,2010,19.568,6.661,1.30
EST,EST2011,2011,23.21,6.16,1.43
EST,EST2012,2012,23.034,9.837,2.27
EST,EST2013,2013,25.116,10.228,2.57
EST,EST2014,2014,26.641,10.624,2.83
EST,EST2015,2015,22.893,10.069,2.31
EST,EST2016,2016,24.066,9.997,2.41
EST,EST2017,2017,26.915,9.122,2.46
EST,EST2018,2018,30.639,8.204,2.51
EST,EST2019,2019,31.294,8.491,2.66
EST,EST2020,2020,31.305,18.572,5.81
EST,EST2021,2021,36.889,17.755,6.55
EST,EST2022,2022,37.951,18.487,7.02
EST,EST2023,2023,41.799,21.601,9.03
EST,EST2024,2024,44.496,23.962,10.66
EST,EST2025,2025,47.098,25.851,12.18
EST,EST2026,2026,49.775,27.529,13.70
EST,EST2027,2027,52.204,29.092,15.19
EST,EST2028,2028,54.671,30.512,16.68
SWZ,SWZ2000,2000,1.739,17.712,0.31
SWZ,SWZ2001,2001,1.544,21.037,0.32
SWZ,SWZ2002,2002,1.436,16.714,0.24
SWZ,SWZ2003,2003,2.198,17.154,0.38
SWZ,SWZ2004,2004,2.774,14.557,0.40
SWZ,SWZ2005,2005,3.177,13.162,0.42
SWZ,SWZ2006,2006,3.293,14.245,0.47
SWZ,SWZ2007,2007,3.465,15.675,0.54
SWZ,SWZ2008,2008,3.298,14.188,0.47
SWZ,SWZ2009,2009,3.596,10.303,0.37
SWZ,SWZ2010,2010,4.438,13.829,0.61
SWZ,SWZ2011,2011,4.826,14.168,0.68
SWZ,SWZ2012,2012,4.887,14.382,0.70
SWZ,SWZ2013,2013,4.6,14.707,0.68
SWZ,SWZ2014,2014,4.426,13.86,0.61
SWZ,SWZ2015,2015,4.061,19.252,0.78
SWZ,SWZ2016,2016,3.815,24.866,0.95
SWZ,SWZ2017,2017,4.407,27.628,1.22
SWZ,SWZ2018,2018,4.665,33.863,1.58
SWZ,SWZ2019,2019,4.495,39.514,1.78
SWZ,SWZ2020,2020,3.984,41.235,1.64
SWZ,SWZ2021,2021,4.744,40.754,1.93
SWZ,SWZ2022,2022,4.837,42.021,2.03
SWZ,SWZ2023,2023,4.648,42.381,1.97
SWZ,SWZ2024,2024,4.937,41.917,2.07
SWZ,SWZ2025,2025,5.189,42.953,2.23
SWZ,SWZ2026,2026,5.41,44.282,2.40
SWZ,SWZ2027,2027,5.591,45.69,2.55
SWZ,SWZ2028,2028,5.775,46.498,2.69
ETH,ETH2000,2000,8.167,93.633,7.65
ETH,ETH2001,2001,8.103,97.325,7.89
ETH,ETH2002,2002,7.828,107.363,8.40
ETH,ETH2003,2003,8.604,103.691,8.92
ETH,ETH2004,2004,10.122,103.104,10.44
ETH,ETH2005,2005,12.387,78.239,9.69
ETH,ETH2006,2006,15.31,67.537,10.34
ETH,ETH2007,2007,19.329,39.312,7.60
ETH,ETH2008,2008,26.25,32.251,8.47
ETH,ETH2009,2009,28.672,29.96,8.59
ETH,ETH2010,2010,26.887,39.436,10.60
ETH,ETH2011,2011,30.48,44.828,13.66
ETH,ETH2012,2012,42.221,39.324,16.60
ETH,ETH2013,2013,46.544,44.1,20.53
ETH,ETH2014,2014,54.165,44.166,23.92
ETH,ETH2015,2015,63.081,50.671,31.96
ETH,ETH2016,2016,72.12,53.126,38.31
ETH,ETH2017,2017,76.841,55.211,42.42
ETH,ETH2018,2018,80.207,58.386,46.83
ETH,ETH2019,2019,92.608,55.783,51.66
ETH,ETH2020,2020,96.611,53.9,52.07
ETH,ETH2021,2021,99.269,53.788,53.39
ETH,ETH2022,2022,120.369,46.411,55.86
ETH,ETH2023,2023,155.804,37.913,59.07
ETH,ETH2024,2024,192.013,31.188,59.89
ETH,ETH2025,2025,223.52,28.91,64.62
ETH,ETH2026,2026,248.938,28.978,72.14
ETH,ETH2027,2027,272.121,29.614,80.59
ETH,ETH2028,2028,297.968,29.567,88.10
FJI,FJI2000,2000,1.824,35.921,0.66
FJI,FJI2001,2001,1.798,41.934,0.75
FJI,FJI2002,2002,1.996,44.538,0.89
FJI,FJI2003,2003,2.509,46.444,1.17
FJI,FJI2004,2004,2.954,45.894,1.36
FJI,FJI2005,2005,3.257,45.318,1.48
FJI,FJI2006,2006,3.361,50.325,1.69
FJI,FJI2007,2007,3.688,46.437,1.71
FJI,FJI2008,2008,3.816,47.932,1.83
FJI,FJI2009,2009,3.106,51.501,1.60
FJI,FJI2010,2010,3.402,53.355,1.82
FJI,FJI2011,2011,4.094,50.977,2.09
FJI,FJI2012,2012,4.303,48.625,2.09
FJI,FJI2013,2013,4.539,47.399,2.15
FJI,FJI2014,2014,4.857,46.207,2.24
FJI,FJI2015,2015,4.682,44.275,2.07
FJI,FJI2016,2016,4.93,44.556,2.20
FJI,FJI2017,2017,5.353,43.427,2.32
FJI,FJI2018,2018,5.581,45.767,2.55
FJI,FJI2019,2019,5.444,48.954,2.67
FJI,FJI2020,2020,4.432,63.625,2.82
FJI,FJI2021,2021,4.305,83.252,3.58
FJI,FJI2022,2022,4.98,91.046,4.53
FJI,FJI2023,2023,5.511,83.591,4.61
FJI,FJI2024,2024,5.97,81.052,4.84
FJI,FJI2025,2025,6.342,80.496,5.11
FJI,FJI2026,2026,6.706,80.648,5.41
FJI,FJI2027,2027,7.082,80.541,5.70
FJI,FJI2028,2028,7.47,80.147,5.99
FIN,FIN2000,2000,126.075,42.43,53.49
FIN,FIN2001,2001,129.534,40.892,52.97
FIN,FIN2002,2002,140.305,40.116,56.28
FIN,FIN2003,2003,171.609,42.688,73.26
FIN,FIN2004,2004,197.39,42.572,84.03
FIN,FIN2005,2005,204.999,39.865,81.72
FIN,FIN2006,2006,217.101,37.997,82.49
FIN,FIN2007,2007,256.408,33.904,86.93
FIN,FIN2008,2008,285.685,32.561,93.02
FIN,FIN2009,2009,253.222,41.531,105.17
FIN,FIN2010,2010,249.628,50.114,125.10
FIN,FIN2011,2011,275.556,51.934,143.11
FIN,FIN2012,2012,258.454,56.699,146.54
FIN,FIN2013,2013,271.366,59.621,161.79
FIN,FIN2014,2014,274.934,64.457,177.21
FIN,FIN2015,2015,234.558,68.332,160.28
FIN,FIN2016,2016,240.705,68.023,163.73
FIN,FIN2017,2017,255.558,66.043,168.78
FIN,FIN2018,2018,275.833,64.843,178.86
FIN,FIN2019,2019,268.545,64.877,174.22
FIN,FIN2020,2020,271.668,74.738,203.04
FIN,FIN2021,2021,296.97,72.512,215.34
FIN,FIN2022,2022,283.124,72.495,205.25
FIN,FIN2023,2023,305.689,73.634,225.09
FIN,FIN2024,2024,316.308,76.495,241.96
FIN,FIN2025,2025,327.627,78.981,258.76
FIN,FIN2026,2026,339.852,80.195,272.54
FIN,FIN2027,2027,351.11,80.435,282.42
FIN,FIN2028,2028,362.831,80.295,291.34
FRA,FRA2000,2000,1366.243,58.881,804.46
FRA,FRA2001,2001,1377.667,58.341,803.74
FRA,FRA2002,2002,1500.348,60.258,904.08
FRA,FRA2003,2003,1844.083,64.415,1187.87
FRA,FRA2004,2004,2118.671,65.938,1397.01
FRA,FRA2005,2005,2198.16,67.382,1481.16
FRA,FRA2006,2006,2320.659,64.611,1499.40
FRA,FRA2007,2007,2660.905,64.537,1717.27
FRA,FRA2008,2008,2929.983,68.777,2015.15
FRA,FRA2009,2009,2697.955,83.04,2240.38
FRA,FRA2010,2010,2647.348,85.256,2257.02
FRA,FRA2011,2011,2864.653,87.837,2516.23
FRA,FRA2012,2012,2685.371,90.602,2433.00
FRA,FRA2013,2013,2811.919,93.412,2626.67
FRA,FRA2014,2014,2856.701,94.889,2710.70
FRA,FRA2015,2015,2439.436,95.582,2331.66
FRA,FRA2016,2016,2472.282,97.958,2421.80
FRA,FRA2017,2017,2594.235,98.131,2545.75
FRA,FRA2018,2018,2792.223,97.783,2730.32
FRA,FRA2019,2019,2729.171,97.426,2658.92
FRA,FRA2020,2020,2645.3,114.65,3032.84
FRA,FRA2021,2021,2958.431,112.963,3341.93
FRA,FRA2022,2022,2780.136,111.8,3108.19
FRA,FRA2023,2023,3049.016,110.031,3354.86
FRA,FRA2024,2024,3183.486,110.501,3517.78
FRA,FRA2025,2025,3316.773,110.439,3663.01
FRA,FRA2026,2026,3438.832,110.414,3796.95
FRA,FRA2027,2027,3537.299,110.543,3910.24
FRA,FRA2028,2028,3634.749,110.84,4028.76
GAB,GAB2000,2000,5.397,72.497,3.91
GAB,GAB2001,2001,5.023,80.979,4.07
GAB,GAB2002,2002,5.332,81.07,4.32
GAB,GAB2003,2003,6.51,70.241,4.57
GAB,GAB2004,2004,7.767,60.301,4.68
GAB,GAB2005,2005,9.468,41.7,3.95
GAB,GAB2006,2006,10.164,34.884,3.55
GAB,GAB2007,2007,12.457,39.237,4.89
GAB,GAB2008,2008,15.57,20.053,3.12
GAB,GAB2009,2009,12.188,25.992,3.17
GAB,GAB2010,2010,14.384,21.295,3.06
GAB,GAB2011,2011,18.207,21.425,3.90
GAB,GAB2012,2012,17.181,21.442,3.68
GAB,GAB2013,2013,17.596,31.113,5.47
GAB,GAB2014,2014,18.209,34.063,6.20
GAB,GAB2015,2015,14.385,44.703,6.43
GAB,GAB2016,2016,14.02,64.199,9.00
GAB,GAB2017,2017,14.924,62.886,9.39
GAB,GAB2018,2018,16.83,61.077,10.28
GAB,GAB2019,2019,16.824,59.962,10.09
GAB,GAB2020,2020,15.337,78.293,12.01
GAB,GAB2021,2021,20.229,65.816,13.31
GAB,GAB2022,2022,21.117,57.686,12.18
GAB,GAB2023,2023,19.319,64.891,12.54
GAB,GAB2024,2024,19.851,64.467,12.80
GAB,GAB2025,2025,20.409,65.152,13.30
GAB,GAB2026,2026,21.143,66.76,14.12
GAB,GAB2027,2027,21.72,69.463,15.09
GAB,GAB2028,2028,22.529,72.122,16.25
GMB,GMB2000,2000,1.01,73.25,0.74
GMB,GMB2001,2001,1.002,75.23,0.75
GMB,GMB2002,2002,0.887,93.875,0.83
GMB,GMB2003,2003,0.843,91.694,0.77
GMB,GMB2004,2004,0.962,81.303,0.78
GMB,GMB2005,2005,1.028,82.596,0.85
GMB,GMB2006,2006,1.054,87.344,0.92
GMB,GMB2007,2007,1.28,38.023,0.49
GMB,GMB2008,2008,1.562,39.528,0.62
GMB,GMB2009,2009,1.45,38.868,0.56
GMB,GMB2010,2010,1.543,42.949,0.66
GMB,GMB2011,2011,1.41,49.241,0.69
GMB,GMB2012,2012,1.415,49.492,0.70
GMB,GMB2013,2013,1.376,58.244,0.80
GMB,GMB2014,2014,1.229,71.086,0.87
GMB,GMB2015,2015,1.355,69.369,0.94
GMB,GMB2016,2016,1.47,80.948,1.19
GMB,GMB2017,2017,1.498,86.979,1.30
GMB,GMB2018,2018,1.662,83.596,1.39
GMB,GMB2019,2019,1.806,82.967,1.50
GMB,GMB2020,2020,1.809,85.888,1.55
GMB,GMB2021,2021,2.045,83.113,1.70
GMB,GMB2022,2022,2.161,82.836,1.79
GMB,GMB2023,2023,2.388,72.344,1.73
GMB,GMB2024,2024,2.684,65.54,1.76
GMB,GMB2025,2025,2.903,60.744,1.76
GMB,GMB2026,2026,3.09,57.026,1.76
GMB,GMB2027,2027,3.281,53.529,1.76
GMB,GMB2028,2028,3.481,50.098,1.74
GEO,GEO2000,2000,3.144,58.516,1.84
GEO,GEO2001,2001,3.311,52.984,1.75
GEO,GEO2002,2002,3.493,50.264,1.76
GEO,GEO2003,2003,4.103,54.552,2.24
GEO,GEO2004,2004,5.269,44.277,2.33
GEO,GEO2005,2005,6.59,35.322,2.33
GEO,GEO2006,2006,7.979,28.279,2.26
GEO,GEO2007,2007,10.458,22.536,2.36
GEO,GEO2008,2008,13.158,26.346,3.47
GEO,GEO2009,2009,11.069,33.649,3.72
GEO,GEO2010,2010,12.242,31.92,3.91
GEO,GEO2011,2011,15.107,28.361,4.28
GEO,GEO2012,2012,16.489,28.815,4.75
GEO,GEO2013,2013,17.188,29.493,5.07
GEO,GEO2014,2014,17.627,30.918,5.45
GEO,GEO2015,2015,14.953,36.666,5.48
GEO,GEO2016,2016,15.141,40.255,6.10
GEO,GEO2017,2017,16.242,39.446,6.41
GEO,GEO2018,2018,17.599,38.886,6.84
GEO,GEO2019,2019,17.477,40.434,7.07
GEO,GEO2020,2020,15.846,60.19,9.54
GEO,GEO2021,2021,18.625,49.684,9.25
GEO,GEO2022,2022,24.606,39.772,9.79
GEO,GEO2023,2023,30.023,39.591,11.89
GEO,GEO2024,2024,31.418,39.252,12.33
GEO,GEO2025,2025,34.075,38.685,13.18
GEO,GEO2026,2026,36.854,38.067,14.03
GEO,GEO2027,2027,39.823,37.842,15.07
GEO,GEO2028,2028,42.834,37.188,15.93
DEU,DEU2000,2000,1948.843,59.34,1156.44
DEU,DEU2001,2001,1945.804,58.193,1132.32
DEU,DEU2002,2002,2077.016,59.946,1245.09
DEU,DEU2003,2003,2501.014,63.538,1589.09
DEU,DEU2004,2004,2813.076,65.201,1834.15
DEU,DEU2005,2005,2848.438,67.546,1924.01
DEU,DEU2006,2006,2994.862,66.887,2003.17
DEU,DEU2007,2007,3425.982,64.158,2198.04
DEU,DEU2008,2008,3744.854,65.682,2459.70
DEU,DEU2009,2009,3407.557,73.157,2492.87
DEU,DEU2010,2010,3402.444,81.995,2789.83
DEU,DEU2011,2011,3748.655,79.417,2977.07
DEU,DEU2012,2012,3529.377,80.745,2849.80
DEU,DEU2013,2013,3733.859,78.322,2924.43
DEU,DEU2014,2014,3890.095,75.279,2928.42
DEU,DEU2015,2015,3357.926,71.947,2415.93
DEU,DEU2016,2016,3468.896,68.955,2391.98
DEU,DEU2017,2017,3689.547,65.21,2405.95
DEU,DEU2018,2018,3976.246,61.905,2461.50
DEU,DEU2019,2019,3889.607,59.549,2316.22
DEU,DEU2020,2020,3884.615,68.746,2670.52
DEU,DEU2021,2021,4281.348,68.96,2952.42
DEU,DEU2022,2022,4085.681,66.113,2701.17
DEU,DEU2023,2023,4429.838,65.861,2917.54
DEU,DEU2024,2024,4700.875,64.035,3010.21
DEU,DEU2025,2025,4960.294,61.822,3066.55
DEU,DEU2026,2026,5181.79,59.924,3105.14
DEU,DEU2027,2027,5327.941,58.597,3122.01
DEU,DEU2028,2028,5459.256,57.502,3139.18
GHA,GHA2000,2000,11.47,80.17,9.20
GHA,GHA2001,2001,12.234,61.919,7.58
GHA,GHA2002,2002,14.205,57.96,8.23
GHA,GHA2003,2003,17.528,52.847,9.26
GHA,GHA2004,2004,20.302,41.107,8.35
GHA,GHA2005,2005,24.6,33.993,8.36
GHA,GHA2006,2006,28.883,18.509,5.35
GHA,GHA2007,2007,34.044,22.549,7.68
GHA,GHA2008,2008,38.659,24.644,9.53
GHA,GHA2009,2009,34.601,26.792,9.27
GHA,GHA2010,2010,43.327,34.507,14.95
GHA,GHA2011,2011,53.849,31.264,16.84
GHA,GHA2012,2012,56.854,35.351,20.10
GHA,GHA2013,2013,63.702,42.93,27.35
GHA,GHA2014,2014,54.285,50.111,27.20
GHA,GHA2015,2015,49.437,53.896,26.64
GHA,GHA2016,2016,56.144,55.942,31.41
GHA,GHA2017,2017,60.385,56.984,34.41
GHA,GHA2018,2018,67.259,61.976,41.68
GHA,GHA2019,2019,68.353,58.344,39.88
GHA,GHA2020,2020,70.008,72.337,50.64
GHA,GHA2021,2021,79.599,79.159,63.01
GHA,GHA2022,2022,72.243,92.377,66.74
GHA,GHA2023,2023,76.628,84.909,65.06
GHA,GHA2024,2024,75.647,81.491,61.65
GHA,GHA2025,2025,76.707,78.756,60.41
GHA,GHA2026,2026,81.79,75.824,62.02
GHA,GHA2027,2027,87.22,72.781,63.48
GHA,GHA2028,2028,93.094,69.959,65.13
GRC,GRC2000,2000,132.198,104.935,138.72
GRC,GRC2001,2001,136.31,107.081,145.96
GRC,GRC2002,2002,154.455,104.863,161.97
GRC,GRC2003,2003,202.32,101.456,205.27
GRC,GRC2004,2004,240.854,102.873,247.77
GRC,GRC2005,2005,248.012,107.395,266.35
GRC,GRC2006,2006,273.562,103.611,283.44
GRC,GRC2007,2007,318.941,103.103,328.84
GRC,GRC2008,2008,355.869,109.416,389.38
GRC,GRC2009,2009,330.949,126.745,419.46
GRC,GRC2010,2010,297.368,147.494,438.60
GRC,GRC2011,2011,282.946,175.219,495.78
GRC,GRC2012,2012,242.183,162.114,392.61
GRC,GRC2013,2013,238.911,178.843,427.28
GRC,GRC2014,2014,235.519,181.753,428.06
GRC,GRC2015,2015,195.703,179.08,350.46
GRC,GRC2016,2016,193.095,183.698,354.71
GRC,GRC2017,2017,199.773,183.206,366.00
GRC,GRC2018,2018,212.146,190.674,404.51
GRC,GRC2019,2019,205.279,185.533,380.86
GRC,GRC2020,2020,188.775,212.431,401.02
GRC,GRC2021,2021,215.017,200.742,431.63
GRC,GRC2022,2022,219.238,178.112,390.49
GRC,GRC2023,2023,242.385,167.972,407.14
GRC,GRC2024,2024,256.271,160.211,410.57
GRC,GRC2025,2025,266.633,155.743,415.26
GRC,GRC2026,2026,275.896,151.353,417.58
GRC,GRC2027,2027,282.878,148.233,419.32
GRC,GRC2028,2028,289.954,145.255,421.17
GRD,GRD2000,2000,0.52,41.626,0.22
GRD,GRD2001,2001,0.52,44.608,0.23
GRD,GRD2002,2002,0.54,79.09,0.43
GRD,GRD2003,2003,0.591,79.562,0.47
GRD,GRD2004,2004,0.599,94.694,0.57
GRD,GRD2005,2005,0.695,87.312,0.61
GRD,GRD2006,2006,0.699,92.923,0.65
GRD,GRD2007,2007,0.759,89.056,0.68
GRD,GRD2008,2008,0.826,83.913,0.69
GRD,GRD2009,2009,0.771,91.094,0.70
GRD,GRD2010,2010,0.771,96.216,0.74
GRD,GRD2011,2011,0.779,102.782,0.80
GRD,GRD2012,2012,0.8,101.501,0.81
GRD,GRD2013,2013,0.843,105.437,0.89
GRD,GRD2014,2014,0.911,99.34,0.90
GRD,GRD2015,2015,0.997,90.1,0.90
GRD,GRD2016,2016,1.062,81.568,0.87
GRD,GRD2017,2017,1.126,70.403,0.79
GRD,GRD2018,2018,1.167,64.015,0.75
GRD,GRD2019,2019,1.213,58.549,0.71
GRD,GRD2020,2020,1.043,71.411,0.74
GRD,GRD2021,2021,1.123,69.892,0.78
GRD,GRD2022,2022,1.216,63.574,0.77
GRD,GRD2023,2023,1.306,60.225,0.79
GRD,GRD2024,2024,1.389,57.699,0.80
GRD,GRD2025,2025,1.467,54.619,0.80
GRD,GRD2026,2026,1.548,51.596,0.80
GRD,GRD2027,2027,1.626,48.975,0.80
GRD,GRD2028,2028,1.707,46.89,0.80
GTM,GTM2000,2000,18.124,17.999,3.26
GTM,GTM2001,2001,19.735,19.11,3.77
GTM,GTM2002,2002,21.924,17.362,3.81
GTM,GTM2003,2003,23.092,19.803,4.57
GTM,GTM2004,2004,24.977,20.553,5.13
GTM,GTM2005,2005,28.179,20.017,5.64
GTM,GTM2006,2006,31.308,20.86,6.53
GTM,GTM2007,2007,35.028,20.779,7.28
